"","titles","prices","years","transmissions","make.1","make.2"
"2556","Toyota Fielder","1790000","2013 ","Automatic",Toyota,Fielder
"2557","Toyota Passo","1090000","2012 ","Automatic",Toyota,Passo
"2558","Toyota Passo",NA,"2012 ","Automatic",Toyota,Passo
"2559","Nissan Note","1250000","2013 ","Automatic",Nissan,Note
"2560","Toyota Fielder S","450000","2009 ","Manual",Toyota,Fielder S
"2561","Toyota wish","2300000","2011 ","Automatic",Toyota,wish
"2562","Toyota  Mark X 250G","1950000","2010 ","Automatic",Toyota, Mark X 250G
"2563","Nissan Tiida",NA,"2012 ","Automatic",Nissan,Tiida
"2564","Honda Fit","1890000","2015 ","Automatic",Honda,Fit
"2565","Toyota Corolla Altis","850000","2005 ","Automatic",Toyota,Corolla Altis
"2566","Nissan Dualis ",NA,"2012 ","Automatic",Nissan,Dualis 
"2567","Toyota AXIO",NA,"2013 ","Automatic",Toyota,AXIO
"2568","BMW M4",NA," ","Automatic",BMW,M4
"2569","Honda Fit",NA,"2012 ","Automatic",Honda,Fit
"2570","Nissan Tiida Latio","1200000","2012 ","Automatic",Nissan,Tiida Latio
"2571","Toyota Axio (2wd)","2300000","2015 ","Automatic",Toyota,Axio (2wd)
"2572","Subaru  Pleo","550000","2011 ","Automatic",Subaru, Pleo
"2573","Honda CIVIC","650000","2002 ","Automatic",Honda,CIVIC
"2574","Nissan Tiida Latio",NA,"2013 ","Automatic",Nissan,Tiida Latio
"2575","Subaru  Impreza (G4)","1799000","2013 ","Automatic",Subaru, Impreza (G4)
"2576","Toyota Corolla Wagon","260000","1999 ","Automatic",Toyota,Corolla Wagon
"2577","Honda Fit","590000","2004 ","Automatic",Honda,Fit
"2578","Toyota Mark X","2e+06","2010 ","Automatic",Toyota,Mark X
"2579","Toyota Fielder",NA,"2013 ","Automatic",Toyota,Fielder
"2580","Toyota Probox","1330000","2013 ","Automatic",Toyota,Probox
"2581","Honda Stream RSZ","2150000","2011 ","Automatic",Honda,Stream RSZ
"2582","Toyota Yaris","1100000","2011 ","Automatic",Toyota,Yaris
"2583","Toyota Voxy",NA,"2012 ","Automatic",Toyota,Voxy
"2584","Honda CIVIC","2006"," ","Automatic",Honda,CIVIC
"2585","Suzuki Grand Vitara","590000","1999 ","Automatic",Suzuki,Grand Vitara
"2586","Honda Vezel","3980000","2016 ","Automatic",Honda,Vezel
"2587","Nissan Lafesta","1380000","2011 ","Automatic",Nissan,Lafesta
"2588","Mini Cooper","1750000","2012 ","Automatic",Mini,Cooper
"2589","Honda Ridgeline",NA,"2007 ","Automatic",Honda,Ridgeline
"2590","Toyota  Premio","1750000","2010 ","Automatic",Toyota, Premio
"2591","Honda CR-V",NA,"2007 ","Automatic",Honda,CR-V
"2592","Nissan Tiida","1210000","2011 ","Automatic",Nissan,Tiida
"2593","Toyota AURIS","2650000","2014 ","Automatic",Toyota,AURIS
"2594","Daihatsu Move","450000","2008 ","Automatic",Daihatsu,Move
"2595","Suzuki Swift","980000","2010 ","Automatic",Suzuki,Swift
"2596","Suzuki Swift","1150000","2012 ","Automatic",Suzuki,Swift
"2597","Mitsubishi Montero Sport","990000","2005 ","Automatic",Mitsubishi,Montero Sport
"2598","Honda CR-V","2600000","2011 ","Automatic",Honda,CR-V
"2599","Acura ILX","4200000","2016 ","Automatic",Acura,ILX
"2600","Nissan Bluebird",NA,"2008 ","Automatic",Nissan,Bluebird
"2601","Mazda Axela","1100000","2008 ","Automatic",Mazda,Axela
"2602","Toyota wish",NA,"2006 ","Automatic",Toyota,wish
"2603","Honda Fit","1380000","2012 ","Automatic",Honda,Fit
"2604","Nissan AD Wagon","850000","2011 ","Automatic",Nissan,AD Wagon
"2605","Chevrolet Cruze","2200000","2016 ","Automatic",Chevrolet,Cruze
"2606","Subaru  Forester","1580000","2007 ","Automatic",Subaru, Forester
"2607","Toyota Rav 4","640000","2004 ","Automatic",Toyota,Rav 4
"2608","Toyota Yaris","1100000","2011 ","Automatic",Toyota,Yaris
"2609","Hyundai Grand 1O","1499000","2016 ","Automatic",Hyundai,Grand 1O
"2610","Subaru  Legacy",NA,"1998 ","Automatic",Subaru, Legacy
"2611","Toyota Harrier",NA,"2010 ","Automatic",Toyota,Harrier
"2612","Toyota Succeed","1350000","2013 ","Automatic",Toyota,Succeed
"2613","Toyota Camry","350000","1995 ","Automatic",Toyota,Camry
"2614","Honda Stepwagon",NA,"2015 ","Automatic",Honda,Stepwagon
"2615","Nissan Skyline 370GT","3300000","2011 ","Automatic",Nissan,Skyline 370GT
"2616","Toyota Vitz",NA,"2006 ","Automatic",Toyota,Vitz
"2617","Honda Civic EX-L","2250000","2015 ","Automatic",Honda,Civic EX-L
"2618","Honda Fit RS",NA,"2011 ","Manual",Honda,Fit RS
"2619","Nissan Sentra Se-r","1850000","2012 ","Tiptronic",Nissan,Sentra Se-r
"2620","Nissan Note","1380000","2013 ","Automatic",Nissan,Note
"2621","Audi A4","3200000","2012 ","Automatic",Audi,A4
"2622","Toyota Yaris","1100000","2011 ","Automatic",Toyota,Yaris
"2623","Mitsubishi Lancer","580000","2007 ","Automatic",Mitsubishi,Lancer
"2624","Toyota Coaster","3950000","2006 ","Automatic",Toyota,Coaster
"2625","Toyota Fielder","2350000","2015 ","Automatic",Toyota,Fielder
"2626","Toyota Mark X","2900000","2013 ","Automatic",Toyota,Mark X
"2627","Toyota Altis","930000","2005 ","Automatic",Toyota,Altis
"2628","Toyota Corolla Axio","2200000","2014 ","Automatic",Toyota,Corolla Axio
"2629","Suzuki Grand Vitara",NA,"2008 ","Automatic",Suzuki,Grand Vitara
"2630","Nissan Lafesta","950000","2008 ","Automatic",Nissan,Lafesta
"2631","Toyota Harrier",NA,"1998 ","Automatic",Toyota,Harrier
"2632","Toyota Camry","5e+05","1996 ","Automatic",Toyota,Camry
"2633","Nissan Almera","560000","2004 ","Automatic",Nissan,Almera
"2634","Toyota Hilux","7200000","2017 ","Automatic",Toyota,Hilux
"2635","BMW 428i","7e+06","2016 ","Automatic",BMW,428i
"2636","Toyota  Premio","1990000","2011 ","Automatic",Toyota, Premio
"2637","Toyota Voxy","2400000","2012 ","Automatic",Toyota,Voxy
"2638","Toyota Tacoma","4150000","2012 ","Automatic",Toyota,Tacoma
"2639","Mercedes-Benz B","2380000","2012 ","Automatic",Mercedes-Benz,B
"2640","Honda CR-V","890000","2001 ","Automatic",Honda,CR-V
"2641","Mazda Demio",NA,"2012 ","Automatic",Mazda,Demio
"2642","Toyota Corolla XLI","1300000","2010 ","Automatic",Toyota,Corolla XLI
"2643","Toyota 100","150000","1994 ","Automatic",Toyota,100
"2644","Nissan tida","1200000","2012 ","Automatic",Nissan,tida
"2645","Toyota Vitz",NA,"2008 ","Automatic",Toyota,Vitz
"2646","Subaru  Impreza G4","1780000","2013 ","Automatic",Subaru, Impreza G4
"2647","Mercedes-Benz C200","3600000","2011 ","Automatic",Mercedes-Benz,C200
"2648","Nissan Tiida","1100000","2011 ","Automatic",Nissan,Tiida
"2649","International Truck",NA,"2010 ","Manual",International,Truck
"2650","Toyota Rav 4","4150","2015 ","Tiptronic",Toyota,Rav 4
"2651","Toyota Corolla Kingfish","860000","2003 ","Automatic",Toyota,Corolla Kingfish
"2652","Toyota Ractis","1330000","2012 ","Automatic",Toyota,Ractis
"2653","Toyota 100","870000","1995 ","Automatic",Toyota,100
"2654","Toyota Isis","1350000","2010 ","Automatic",Toyota,Isis
"2655","Honda Fit","1300000","2013 ","Automatic",Honda,Fit
"2656","Toyota Noah","2050000","2011 ","Tiptronic",Toyota,Noah
"2657","BMW 328i","4400000","2016 ","Automatic",BMW,328i
"2658","Toyota AXIO","2350000","2015 ","Automatic",Toyota,AXIO
"2659","Nissan Note",NA,"2008 ","Automatic",Nissan,Note
"2660","Freightliner truck",NA,"2005 ","Automatic",Freightliner,truck
"2661","Suzuki Swift XL","1650000","2014 ","Automatic",Suzuki,Swift XL
"2662","Porsche Panamera s","1e+07","2013 ","Automatic",Porsche,Panamera s
"2663","Nissan Note","1400000","2014 ","Automatic",Nissan,Note
"2664","Toyota Corolla Touring",NA,"1998 ","Automatic",Toyota,Corolla Touring
"2665","Toyota Corolla Police Shape","530000","1995 ","Automatic",Toyota,Corolla Police Shape
"2666","Honda Civic EX","2300000","2015 ","Automatic",Honda,Civic EX
"2667","Toyota Axio (2wd)","1850000","2013 ","Automatic",Toyota,Axio (2wd)
"2668","Honda CIVIC",NA,"2015 ","Automatic",Honda,CIVIC
"2669","Honda CIVIC","1295000","2010 ","Automatic",Honda,CIVIC
"2670","Nissan AD Expert Wagon","1200000","2012 ","Automatic",Nissan,AD Expert Wagon
"2671","Toyota Wish X","2300000","2013 ","Automatic",Toyota,Wish X
"2672","Toyota Passo","670000","2008 ","Automatic",Toyota,Passo
"2673","Toyota IPSUM","980000","2003 ","Automatic",Toyota,IPSUM
"2674","Honda Inspire","2280000","2011 ","Automatic",Honda,Inspire
"2675","Nissan Tiida","1300000","2011 ","Automatic",Nissan,Tiida
"2676","Honda CR-V",NA,"2008 ","Automatic",Honda,CR-V
"2677","Toyota Altis","780000","2005 ","Manual",Toyota,Altis
"2678","Honda Integra","210000","1990 ","Automatic",Honda,Integra
"2679","Nissan Altima",NA,"2008 ","Automatic",Nissan,Altima
"2680","Toyota AXIO","2350000","2015 ","Automatic",Toyota,AXIO
"2681","Honda Accord (CL 7)","1250000","2002 ","Automatic",Honda,Accord (CL 7)
"2682","Honda Fit","1190000","2012 ","Automatic",Honda,Fit
"2683","Nissan AD Wagon",NA,"2012 ","Automatic",Nissan,AD Wagon
"2684","Toyota Corolla E111",NA,"2000 ","Automatic",Toyota,Corolla E111
"2685","Nissan AD expert Wagon","1e+06","2011 ","Automatic",Nissan,AD expert Wagon
"2686","Toyota Corolla Flatty",NA,"1991 ","Automatic",Toyota,Corolla Flatty
"2687","Toyota AXIO",NA,"2015 ","Automatic",Toyota,AXIO
"2688","Honda Fit","920000","2009 ","Automatic",Honda,Fit
"2689","Toyota Mark X","2950000","2013 ","Automatic",Toyota,Mark X
"2690","Volkswagen polo","1600000","2013 ","Automatic",Volkswagen,polo
"2691","Toyota Voxy",NA,"2014 ","Automatic",Toyota,Voxy
"2692","Honda CR-V","4750000","2017 ","Automatic",Honda,CR-V
"2693","Toyota Caldina","780000","2004 ","Automatic",Toyota,Caldina
"2694","Nissan Cube",NA,"2004 ","Automatic",Nissan,Cube
"2695","Hyundai Tucson","3700000","2016 ","Automatic",Hyundai,Tucson
"2696","Nissan Note","1470000","2013 ","Automatic",Nissan,Note
"2697","Toyota Platz","499000","2003 ","Automatic",Toyota,Platz
"2698","Toyota Noah","1150000","2006 ","Automatic",Toyota,Noah
"2699","Toyota Belta","1460000","2011 ","Automatic",Toyota,Belta
"2700","Honda Inspire",NA,"2011 ","Automatic",Honda,Inspire
"2701","Nissan march","1100000","2012 ","Automatic",Nissan,march
"2702","Toyota Corolla E110","260000","1996 ","Automatic",Toyota,Corolla E110
"2703","Toyota wish",NA,"2015 ","Tiptronic",Toyota,wish
"2704","Mazda Premacy","1720000","2013 ","Automatic",Mazda,Premacy
"2705","Toyota Corolla Axio",NA,"2007 ","Automatic",Toyota,Corolla Axio
"2706","Suzuki Swift","950000","2011 ","Automatic",Suzuki,Swift
"2707","Toyota Isis",NA,"2011 ","Automatic",Toyota,Isis
"2708","Suzuki WagonR",NA,"2012 ","Automatic",Suzuki,WagonR
"2709","Toyota wish",NA,"2012 ","Automatic",Toyota,wish
"2710","Toyota Fielder","1790000","2013 ","Automatic",Toyota,Fielder
"2711","Honda Civic Euro","990000","2008 ","Manual",Honda,Civic Euro
"2712","Toyota Belta","895000","2011 ","Automatic",Toyota,Belta
"2713","Honda Stream ZS","2e+06","2012 ","Automatic",Honda,Stream ZS
"2714","Nissan Sentra","1900000","2013 ","Automatic",Nissan,Sentra
"2715","Nissan X Trail","3600000","2014 ","Automatic",Nissan,X Trail
"2716","Toyota Camry","530000","1997 ","Automatic",Toyota,Camry
"2717","Toyota RAV4",NA,"2001 ","Automatic",Toyota,RAV4
"2718","Toyota Mark X","1280000","2007 ","Automatic",Toyota,Mark X
"2719","Suzuki Swift","870000","2010 ","Automatic",Suzuki,Swift
"2720","BMW M3",NA,"2013 ","Manual",BMW,M3
"2721","Honda Accord","3100000","2015 ","Automatic",Honda,Accord
"2722","Toyota MARK X (PREMIUM 250G)","2330000","2011 ","Tiptronic",Toyota,MARK X (PREMIUM 250G)
"2723","Honda CIVIC",NA,"2016 ","Automatic",Honda,CIVIC
"2724","BMW 520d","5e+06","2012 ","Tiptronic",BMW,520d
"2725","Mazda Demio",NA,"2012 ","Automatic",Mazda,Demio
"2726","Kia Motors Rio","450000","2004 ","Automatic",Kia,Motors Rio
"2727","Toyota Fielder",NA,"2010 ","Automatic",Toyota,Fielder
"2728","Toyota Fielder","820000","2005 ","Automatic",Toyota,Fielder
"2729","Toyota wish","1730000","2009 ","Automatic",Toyota,wish
"2730","Mini Cooper S","2900000","2012 ","Manual",Mini,Cooper S
"2731","Toyota Vitz","1100000","2012 ","Automatic",Toyota,Vitz
"2732","Mazda Premacy","1140000","2010 ","Tiptronic",Mazda,Premacy
"2733","Toyota Vitz","1400000","2012 ","Automatic",Toyota,Vitz
"2734","Honda Accord","650000","2001 ","Automatic",Honda,Accord
"2735","Honda Vezel","3600000","2015 ","Automatic",Honda,Vezel
"2736","Subaru  IMPREZA SPORT",NA,"2012 ","Automatic",Subaru, IMPREZA SPORT
"2737","Isuzu dump truck ","2250000","2007 ","Manual",Isuzu,dump truck 
"2738","Honda Fit","1400000","2012 ","Automatic",Honda,Fit
"2739","Nissan Note",NA,"2012 ","Automatic",Nissan,Note
"2740","Toyota AURIS","1600000","2011 ","Tiptronic",Toyota,AURIS
"2741","Toyota Fielder S","1080000","2008 ","Automatic",Toyota,Fielder S
"2742","Nissan Bluebird","2e+06","2013 ","Automatic",Nissan,Bluebird
"2743","Toyota  Mark X 250G","3200000","2015 ","Automatic",Toyota, Mark X 250G
"2744","BMW 520d","3300000","2012 ","Tiptronic",BMW,520d
"2745","Toyota Reguisace","2350000","2013 ","Automatic",Toyota,Reguisace
"2746","Toyota AXIO","1770000","2012 ","Automatic",Toyota,AXIO
"2747","Toyota Sprinter","350000","1996 ","Automatic",Toyota,Sprinter
"2748","Toyota Vitz RS ","1700000","2011 ","Automatic",Toyota,Vitz RS 
"2749","Nissan Note","1250000","2011 ","Automatic",Nissan,Note
"2750","Toyota RAV4",NA,"2002 ","Automatic",Toyota,RAV4
"2751","Honda CIVIC","520000","1999 ","Automatic",Honda,CIVIC
"2752","Honda CIVIC","550000","2001 ","Automatic",Honda,CIVIC
"2753","Lexus IS250","2800000","2010 ","Tiptronic",Lexus,IS250
"2754","Honda Vezel","3800000","2014 ","Automatic",Honda,Vezel
"2755","Nissan Tiida","925000","2011 ","Automatic",Nissan,Tiida
"2756","Honda CIVIC","2500000","2013 ","Manual",Honda,CIVIC
"2757","Honda Fit","1320000","2013 ","Automatic",Honda,Fit
"2758","Toyota Probox","1180000","2013 ","Automatic",Toyota,Probox
"2759","Toyota Passo","1240000","2012 ","Automatic",Toyota,Passo
"2760","BMW 320i","3400000","2013 ","Tiptronic",BMW,320i
"2761","Nissan AD Wagon",NA,"2013 ","Automatic",Nissan,AD Wagon
"2762","Audi Q5 quatro","3700000","2012 ","Automatic",Audi,Q5 quatro
"2763","BMW 325i","820000","2002 ","Tiptronic",BMW,325i
"2764","Honda Stream RST","1670000","2010 ","Automatic",Honda,Stream RST
"2765","Daihatsu mira","690000","2013 ","Automatic",Daihatsu,mira
"2766","Toyota Vitz","1500000","2013 ","Automatic",Toyota,Vitz
"2767","Toyota Fielder","1900000","2013 ","Automatic",Toyota,Fielder
"2768","Toyota Starlet","580000","1994 ","Automatic",Toyota,Starlet
"2769","Toyota kingfish","850000","2003 ","Automatic",Toyota,kingfish
"2770","Toyota Corolla","570000","1998 ","Automatic",Toyota,Corolla
"2771","Toyota Corolla Kingfish","780000","2002 ","Automatic",Toyota,Corolla Kingfish
"2772","Toyota Axio X","1295000","2010 ","Automatic",Toyota,Axio X
"2773","Toyota RAV4",NA,"2007 ","Automatic",Toyota,RAV4
"2774","Mitsubishi Pajero",NA,"2001 ","Automatic",Mitsubishi,Pajero
"2775","Toyota Passo","980000","2012 ","Automatic",Toyota,Passo
"2776","Nissan Tiida",NA,"2012 ","Automatic",Nissan,Tiida
"2777","Nissan Caravan","2300000","2012 ","Automatic",Nissan,Caravan
"2778","Suzuki Swift RS","1600000","2013 ","Automatic",Suzuki,Swift RS
"2779","Mitsubishi Pajero","8e+05","2004 ","Automatic",Mitsubishi,Pajero
"2780","Mazda MPV","2600000","2009 ","Tiptronic",Mazda,MPV
"2781","Toyota Estima","1800000","2009 ","Automatic",Toyota,Estima
"2782","Honda Stream","720000","2001 ","Automatic",Honda,Stream
"2783","Nissan Note",NA,"2015 ","Automatic",Nissan,Note
"2784","Toyota Belta","1350000","2011 ","Automatic",Toyota,Belta
"2785","Ford Escape","3175000","2014 ","Automatic",Ford,Escape
"2786","Toyota Carib",NA,"2000 ","Manual",Toyota,Carib
"2787","BMW 320i Sport","3600000","2013 ","Automatic",BMW,320i Sport
"2788","Honda Fit","1290000","2012 ","Automatic",Honda,Fit
"2789","Honda Fit","1480000","2013 ","Automatic",Honda,Fit
"2790","Honda Fit","1199000","2011 ","Automatic",Honda,Fit
"2791","Toyota Caldina","150000","2002 ","Automatic",Toyota,Caldina
"2792","Toyota Probox","1100000","2011 ","Automatic",Toyota,Probox
"2793","Toyota Vitz",NA,"2012 ","Automatic",Toyota,Vitz
"2794","BMW 320i","4600000","2014 ","Automatic",BMW,320i
"2795","Toyota wish","2350000","2012 ","Automatic",Toyota,wish
"2796","Nissan Wingroad","850000","2007 ","Automatic",Nissan,Wingroad
"2797","Nissan Tiida","1100000","2011 ","Automatic",Nissan,Tiida
"2798","Suzuki Swift","1590000","2015 ","Automatic",Suzuki,Swift
"2799","Subaru  Impreza (G4)",NA,"2012 ","Automatic",Subaru, Impreza (G4)
"2800","Acura ILX","2800000","2014 ","Automatic",Acura,ILX
"2801","Toyota Alphard","2480000","2008 ","Automatic",Toyota,Alphard
"2802","Toyota Land Cruiser Prado","2700000","2009 ","Automatic",Toyota,Land Cruiser Prado
"2803","Daihatsu Boon","960000","2009 ","Automatic",Daihatsu,Boon
"2804","Suzuki Grand Vitara","3800000","2016 ","Automatic",Suzuki,Grand Vitara
"2805","Honda Fit RS",NA,"2017 ","Automatic",Honda,Fit RS
"2806","Toyota Vitz","1280000","2011 ","Automatic",Toyota,Vitz
"2807","Daihatsu mira","680000","2012 ","Automatic",Daihatsu,mira
"2808","Nissan Note",NA,"2012 ","Automatic",Nissan,Note
"2809","Toyota Corolla Fielder ","1600000","2011 ","Automatic",Toyota,Corolla Fielder 
"2810","Honda Stepwagon","1750000","2010 ","Automatic",Honda,Stepwagon
"2811","Toyota Cresta","350000","1996 ","Automatic",Toyota,Cresta
"2812","Toyota wish",NA,"2009 ","Automatic",Toyota,wish
"2813","Honda Fit","1350000","2012 ","Automatic",Honda,Fit
"2814","Honda CR-V","5e+05","1998 ","Automatic",Honda,CR-V
"2815","BMW ",NA,"2006 ","Automatic",BMW,
"2816","Daihatsu mira","650000","2012 ","Automatic",Daihatsu,mira
"2817","Honda Fit","690000","2006 ","Automatic",Honda,Fit
"2818","Mitsubishi Lancer","225000","1995 ","Automatic",Mitsubishi,Lancer
"2819","Mazda Tribute","950000","2005 ","Automatic",Mazda,Tribute
"2820","Toyota Pick up","7e+05"," ","Manual",Toyota,Pick up
"2821","Toyota Vitz",NA,"2012 ","Automatic",Toyota,Vitz
"2822","Toyota Probox","1250000","2010 ","Automatic",Toyota,Probox
"2823","Toyota Mark X","2750000","2013 ","Tiptronic",Toyota,Mark X
"2824","Nissan AD Wagon VE","850000","2012 ","Automatic",Nissan,AD Wagon VE
"2825","Nissan AD Wagon","750000","2011 ","Automatic",Nissan,AD Wagon
"2826","Toyota Isis",NA,"2007 ","Automatic",Toyota,Isis
"2827","Nissan Note","1100000","2011 ","Automatic",Nissan,Note
"2828","Toyota carolla","4e+05","1998 ","Automatic",Toyota,carolla
"2829","Toyota Mark X","1330000","2009 ","Automatic",Toyota,Mark X
"2830","Honda ACCORD CL7","1150000","2003 ","Automatic",Honda,ACCORD CL7
"2831","Toyota Axio G (2wd)","1999999","2013 ","Automatic",Toyota,Axio G (2wd)
"2832","Honda Fit","1130000","2009 ","Automatic",Honda,Fit
"2833","Nissan AD Wagon",NA,"2012 ","Automatic",Nissan,AD Wagon
"2834","Volkswagen Tiguan","2500000","2012 ","Tiptronic",Volkswagen,Tiguan
"2835","Toyota  Mark X 250G","2320000","2012 ","Tiptronic",Toyota, Mark X 250G
"2836","Toyota Camry","420000","1996 ","Automatic",Toyota,Camry
"2837","Toyota MARK 2","550000","2000 ","Automatic",Toyota,MARK 2
"2838","Toyota Corolla Fielder S",NA,"2012 ","Tiptronic",Toyota,Corolla Fielder S
"2839","Honda Accord","350000","1999 ","Automatic",Honda,Accord
"2840","Toyota wish","1800000","2011 ","Automatic",Toyota,wish
"2841","Mazda Familia","350000","2002 ","Automatic",Mazda,Familia
"2842","Toyota Crown Royal Saloon ","2650000","2011 ","Automatic",Toyota,Crown Royal Saloon 
"2843","Toyota Fielder",NA,"2011 ","Automatic",Toyota,Fielder
"2844","Mercedes-Benz E-350","4900000","2013 ","Tiptronic",Mercedes-Benz,E-350
"2845","Toyota Hilux Revo","7e+06","2017 ","Automatic",Toyota,Hilux Revo
"2846","Mitsubishi Galant Fortis","890000","2008 ","Tiptronic",Mitsubishi,Galant Fortis
"2847","Toyota Fielder","1830000","2013 ","Automatic",Toyota,Fielder
"2848","Toyota Corolla Axio","2220000","2014 ","Automatic",Toyota,Corolla Axio
"2849","Isuzu dump truck ","2200000","2005 ","Manual",Isuzu,dump truck 
"2850","Toyota Axio X","1450000","2010 ","Automatic",Toyota,Axio X
"2851","Nissan Note","1100000","2012 ","Automatic",Nissan,Note
"2852","Subaru  G4","1650000","2012 ","Automatic",Subaru, G4
"2853","Toyota AXIO","2e+06","2014 ","Automatic",Toyota,AXIO
"2854","Nissan Tiida","9e+05","2010 ","Automatic",Nissan,Tiida
"2855","Nissan Bluebird Sylphy",NA,"2013 ","Automatic",Nissan,Bluebird Sylphy
"2856","Hyundai Santa Fe","2750000","2012 ","Tiptronic",Hyundai,Santa Fe
"2857","Mazda Demio","1450000","2011 ","Automatic",Mazda,Demio
"2858","Toyota Corolla","1750000","2013 ","Automatic",Toyota,Corolla
"2859","Toyota Axio Luxel Limited Edition",NA,"2008 ","Automatic",Toyota,Axio Luxel Limited Edition
"2860","Toyota Vitz","1530000","2013 ","Automatic",Toyota,Vitz
"2861","Honda CIVIC","1200000","2009 ","Automatic",Honda,CIVIC
"2862","Nissan Note (SUPERCHARGED)","1470000","2013 ","Automatic",Nissan,Note (SUPERCHARGED)
"2863","Mazda Demio","1200000","2010 ","Automatic",Mazda,Demio
"2864","Toyota Passo","820000","2012 ","Automatic",Toyota,Passo
